SCI_ID,SCI_NAME,RES_ID,RES_AREA,Key,AFFIL,SIZE,WEB,HOME,RES_SPECIFIC,FUNDS,Photo,Awardee
147,Margrethe Serres,2,Microbiomes,MBL324,Whitman Scientist,1,http://www.mbl.edu/jbpc/staff/serres/,Cape Cod Community College,,,serres.png,
147,Margrethe Serres,6,Computation & Modeling,MBL325,Whitman Scientist,1,http://www.mbl.edu/jbpc/staff/serres/,Cape Cod Community College,,,serres.png,
147,Margrethe Serres,8,Genomics,MBL326,Whitman Scientist,1,http://www.mbl.edu/jbpc/staff/serres/,Cape Cod Community College,,,serres.png,
80,Maria Gomez,12,Undefined,MBL191,Whitman Scientist,1,http://www.mbl.edu/cdp/laboratory-of-enrico-nasi-and-maria-gomez/,"University of Colombia, Colombia",,,maria-gomez.png,
123,Mark Miller,12,Undefined,MBL277,Whitman Scientist,1,http://md.rcm.upr.edu/anatomyneurobiology/dr-mark-w-miller/,University of Peurto Rico Medical Sciences Campus,,,mark-miller.png,
157,Mark Terasaki,5,Cell Biology & Imaging,MBL347,Whitman Scientist,1,http://cell.uchc.edu/faculty_staff/terasaki.html,University of Connecticut Health Center,,,mark-terasaki.png,
157,Mark Terasaki,4,Neuroscience,MBL348,Whitman Scientist,1,http://cell.uchc.edu/faculty_staff/terasaki.html,University of Connecticut Health Center,,,mark-terasaki.png,
157,Mark Terasaki,10,Regeneration & Development,MBL349,Whitman Scientist,1,http://cell.uchc.edu/faculty_staff/terasaki.html,University of Connecticut Health Center,,,mark-terasaki.png,
47,Marlene Belfort,2,Microbiomes,MBL119,Whitman Scientist,1,http://www.albany.edu/belfort/index.shtml,University at Albany,,,marlene-belfort.png,
47,Marlene Belfort,7,Evolution,MBL120,Whitman Scientist,1,http://www.albany.edu/belfort/index.shtml,University at Albany,,,marlene-belfort.png,
47,Marlene Belfort,8,Genomics,MBL121,Whitman Scientist,1,http://www.albany.edu/belfort/index.shtml,University at Albany,,,marlene-belfort.png,
121,Matthew Meselson,7,Evolution,MBL273,Whitman Scientist,1,https://www.mcb.harvard.edu/mcb/faculty/profile/matthew-s-meselson/,Harvard University,,,matthew-meselson.png,
48,Michael Bennett,4,Neuroscience,MBL122,Whitman Scientist,1,http://www.einstein.yu.edu/faculty/8219/michael-bennett/,Albert Einstein College of Medicine,,,michael-bennett.png,
48,Michael Bennett,5,Cell Biology & Imaging,MBL123,Whitman Scientist,1,http://www.einstein.yu.edu/faculty/8219/michael-bennett/,Albert Einstein College of Medicine,,,michael-bennett.png,
48,Michael Bennett,9,Models of Human Disease,MBL124,Whitman Scientist,1,http://www.einstein.yu.edu/faculty/8219/michael-bennett/,Albert Einstein College of Medicine,,,michael-bennett.png,
144,Michael Rosen,5,Cell Biology & Imaging,MBL318,Whitman Scientist,1,http://www.utsouthwestern.edu/labs/rosen/,UT Southwestern Medical Center,,,michael-rosen.png,
144,Michael Rosen,6,Computation & Modeling,MBL319,Whitman Scientist,1,http://www.utsouthwestern.edu/labs/rosen/,UT Southwestern Medical Center,,,michael-rosen.png,
91,Miguel Holmgren,12,Undefined,MBL209,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/miguel-holmgren.aspx,National Institute of Neurological Disorders and Stroke,,,miguel-holmgren.png,
50,Natalie Boelman,12,Undefined,MBL128,Whitman Scientist,1,http://www.ldeo.columbia.edu/user/nboelman,Lamont-Doherty Earth Observatory,,,natalie-boelman.png,
81,Paloma Gonzalez Bellido,12,Undefined,MBL192,Whitman Scientist,1,http://www.pdn.cam.ac.uk/directory/paloma-t-gonzalez-bellido,"University of Cambridge, United Kingdom",,,paloma-gonzalez-bellido.png,
124,Paul Minor,7,Evolution,MBL278,Whitman Scientist,1,http://lowe.stanford.edu/,Hopkins Marine Station of Stanford University,,,paul-minor.png,
124,Paul Minor,4,Neuroscience,MBL279,Whitman Scientist,1,http://lowe.stanford.edu/,Hopkins Marine Station of Stanford University,,,paul-minor.png,
124,Paul Minor,8,Genomics,MBL280,Whitman Scientist,1,http://lowe.stanford.edu/,Hopkins Marine Station of Stanford University,,,paul-minor.png,
44,Peter Armstrong,5,Cell Biology & Imaging,MBL111,Whitman Scientist,1,http://biosci3.ucdavis.edu/Faculty/Profile/View/232,University of California Davis,,,peter-armstrong.png,
44,Peter Armstrong,10,Regeneration & Development,MBL112,Whitman Scientist,1,http://biosci3.ucdavis.edu/Faculty/Profile/View/232,University of California Davis,,,peter-armstrong.png,
44,Peter Armstrong,9,Models of Human Disease,MBL113,Whitman Scientist,1,http://biosci3.ucdavis.edu/Faculty/Profile/View/232,University of California Davis,,,peter-armstrong.png,
152,Peter J.S. Smith,5,Cell Biology & Imaging,MBL335,Whitman Scientist,1,http://www.southampton.ac.uk/biosci/about/staff/pjs2r10.page,"University of Southampton, United Kingdom",,,peter-smith.png,
152,Peter J.S. Smith,4,Neuroscience,MBL336,Whitman Scientist,1,http://www.southampton.ac.uk/biosci/about/staff/pjs2r10.page,"University of Southampton, United Kingdom",,,peter-smith.png,
152,Peter J.S. Smith,10,Regeneration & Development,MBL337,Whitman Scientist,1,http://www.southampton.ac.uk/biosci/about/staff/pjs2r10.page,"University of Southampton, United Kingdom",,,peter-smith.png,
83,Philip Grant,4,Neuroscience,MBL194,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,generic.png,
83,Philip Grant,10,Regeneration & Development,MBL195,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,generic.png,
83,Philip Grant,9,Models of Human Disease,MBL196,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,generic.png,
137,Richard Rabbitt,4,Neuroscience,MBL302,Whitman Scientist,1,http://www.bioen.utah.edu/directory/profile.php?userID=78,University of Utah,,,richard-rabbitt.png,
137,Richard Rabbitt,6,Computation & Modeling,MBL303,Whitman Scientist,1,http://www.bioen.utah.edu/directory/profile.php?userID=78,University of Utah,,,richard-rabbitt.png,
137,Richard Rabbitt,5,Cell Biology & Imaging,MBL304,Whitman Scientist,1,http://www.bioen.utah.edu/directory/profile.php?userID=78,University of Utah,,,richard-rabbitt.png,
46,Robert Baker,4,Neuroscience,MBL116,Whitman Scientist,1,http://www.med.nyu.edu/biosketch/bakerr01,New York University Langone Medical Center,,,robert-baker.png,
46,Robert Baker,5,Cell Biology & Imaging,MBL117,Whitman Scientist,1,http://www.med.nyu.edu/biosketch/bakerr01,New York University Langone Medical Center,,,robert-baker.png,
46,Robert Baker,7,Evolution,MBL118,Whitman Scientist,1,http://www.med.nyu.edu/biosketch/bakerr01,New York University Langone Medical Center,,,robert-baker.png,
54,Robert Campbell,12,Undefined,MBL134,Whitman Scientist,1,http://www.mbl.edu/jbpc/staff/campbell/,Serono Research Institute,,,robert-campbell.png,
79,Robert Goldman,9,Models of Human Disease,MBL189,Whitman Scientist,1,http://vivo.northwestern.edu/individual/n6a9b23892d,Northwestern University,,,robert-goldman.png,
79,Robert Goldman,5,Cell Biology & Imaging,MBL190,Whitman Scientist,1,http://vivo.northwestern.edu/individual/n6a9b23892d,Northwestern University,,,robert-goldman.png,
82,Robert Grainger,12,Undefined,MBL193,Whitman Scientist,1,https://med.virginia.edu/faculty/faculty-listing/rmg9p/,University of Virginia,,,robert-grainger.png,
89,Robert Haselkorn,5,Cell Biology & Imaging,MBL205,Whitman Scientist,1,https://chemistry.uchicago.edu/faculty/faculty/person/member/robert-haselkorn.html,University of Chicago,,,robert-haselkorn.png,
89,Robert Haselkorn,2,Microbiomes,MBL206,Whitman Scientist,1,https://chemistry.uchicago.edu/faculty/faculty/person/member/robert-haselkorn.html,University of Chicago,,,robert-haselkorn.png,
89,Robert Haselkorn,1,Marine Biology & Diversity,MBL207,Whitman Scientist,1,https://chemistry.uchicago.edu/faculty/faculty/person/member/robert-haselkorn.html,University of Chicago,,,robert-haselkorn.png,
94,Robert Howarth,3,"Ecology, Ecosystems & Global Change",MBL214,Whitman Scientist,1,http://www.eeb.cornell.edu/howarth/,Cornell University,,,robert-howarth.png,
118,Robert Malchow,4,Neuroscience,MBL267,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/robert-paul-malchow,University of Illinois at Chicago,,,robert-malchow.png,
118,Robert Malchow,5,Cell Biology & Imaging,MBL268,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/robert-paul-malchow,University of Illinois at Chicago,,,robert-malchow.png,
118,Robert Malchow,6,Computation & Modeling,MBL269,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/robert-paul-malchow,University of Illinois at Chicago,,,robert-malchow.png,
136,Robert Prendergast,12,Undefined,MBL301,Whitman Scientist,1,http://connect.mbl.edu/page.aspx?pid=399,John Hopkins University,,,generic.png,
114,Rodolfo Llinas,12,Undefined,MBL259,Whitman Scientist,1,http://www.med.nyu.edu/biosketch/llinar01,New York University Langone Medical Center,,,rudolfo-llinas.png,
150,Roger Sloboda,5,Cell Biology & Imaging,MBL331,Whitman Scientist,1,http://biology.dartmouth.edu/people/roger-d-sloboda,Dartmouth College,,,roger-sloboda.png,
158,Ron Vale,5,Cell Biology & Imaging,MBL350,Whitman Scientist,1,http://valelab.ucsf.edu/,University of California San Francisco,,,ron-vale.png,
133,Ronald Pethig,6,Computation & Modeling,MBL298,Whitman Scientist,1,http://www.erpe.ac.uk/people/ronald-pethig,"The University of Edinburgh, United Kingdom",,,ron-pethig.png,
153,Roxanna Smolowitz,9,Models of Human Disease,MBL338,Whitman Scientist,1,http://rwu.edu/academics/schools-colleges/fcas/faculty/roxanna-smolowitz,Roger Williams University,,,roxana.png,
153,Roxanna Smolowitz,1,Marine Biology & Diversity,MBL339,Whitman Scientist,1,http://rwu.edu/academics/schools-colleges/fcas/faculty/roxanna-smolowitz,Roger Williams University,,,roxana.png,
153,Roxanna Smolowitz,3,"Ecology, Ecosystems & Global Change",MBL340,Whitman Scientist,1,http://rwu.edu/academics/schools-colleges/fcas/faculty/roxanna-smolowitz,Roger Williams University,,,roxana.png,
134,Sabine Petry,12,Undefined,MBL299,Whitman Scientist,1,http://molbio.princeton.edu/faculty/molbio-faculty/712-petry,Princeton University,,,sabine.png,
119,Satyajit Mayor,12,Undefined,MBL270,Whitman Scientist,1,https://www.ncbs.res.in/faculty/mayor,"National Centre for Biological Science, India",,,mayor.png,
52,Scott Brady,5,Cell Biology & Imaging,MBL130,Whitman Scientist,1,http://www.uic.edu/depts/mcan/stbrady.htm,University of Illinois at Chicago,,,scott-brady.png,
52,Scott Brady,4,Neuroscience,MBL131,Whitman Scientist,1,http://www.uic.edu/depts/mcan/stbrady.htm,University of Illinois at Chicago,,,scott-brady.png,
52,Scott Brady,9,Models of Human Disease,MBL132,Whitman Scientist,1,http://www.uic.edu/depts/mcan/stbrady.htm,University of Illinois at Chicago,,,scott-brady.png,
63,Scott Dawson,5,Cell Biology & Imaging,MBL154,Whitman Scientist,1,http://dawsonlab.ucdavis.edu/,University of California Davis,,,scott-dawson.png,
63,Scott Dawson,1,Marine Biology & Diversity,MBL155,Whitman Scientist,1,http://dawsonlab.ucdavis.edu/,University of California Davis,,,scott-dawson.png,
63,Scott Dawson,8,Genomics,MBL156,Whitman Scientist,1,http://dawsonlab.ucdavis.edu/,University of California Davis,,,scott-dawson.png,
60,Sean Colin,7,Evolution,MBL146,Whitman Scientist,1,http://faculty-and-staff.rwu.edu/category/tags/sean-colin,Roger Williams University,,,sean-colin.png,
60,Sean Colin,1,Marine Biology & Diversity,MBL147,Whitman Scientist,1,http://faculty-and-staff.rwu.edu/category/tags/sean-colin,Roger Williams University,,,sean-colin.png,
60,Sean Colin,3,"Ecology, Ecosystems & Global Change",MBL148,Whitman Scientist,1,http://faculty-and-staff.rwu.edu/category/tags/sean-colin,Roger Williams University,,,sean-colin.png,
149,Sheri Simmons,12,Undefined,MBL330,Whitman Scientist,1,https://scholar.google.com/citations?user=ZcBDhPkAAAAJ&hl=en,Monsanto Company,,,sheri-simmons.png,
156,Sidney Tamm,12,Undefined,MBL346,Whitman Scientist,1,http://www.mbl.edu/bell/current-faculty/sidney-tamm/,Boston University,,,sidney-tamm.png,
2,Simon Alford,4,Neuroscience,MBL3,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/simon-alford,University of Illinois at Chicago,,,simon-alford.png,
2,Simon Alford,5,Cell Biology & Imaging,MBL4,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/simon-alford,University of Illinois at Chicago,,,simon-alford.png,
2,Simon Alford,6,Computation & Modeling,MBL5,Whitman Scientist,1,http://bios.uic.edu/bios/people/faculty/simon-alford,University of Illinois at Chicago,,,simon-alford.png,
139,Simone Reber,5,Cell Biology & Imaging,MBL308,Whitman Scientist,1,http://www.thereberlab.com/,"Humbolt University of Berlin, Germany",,,simone.png,
139,Simone Reber,6,Computation & Modeling,MBL309,Whitman Scientist,1,http://www.thereberlab.com/,"Humbolt University of Berlin, Germany",,,simone.png,
43,Srdjan Antic,4,Neuroscience,MBL108,Whitman Scientist,1,http://facultydirectory.uchc.edu/profile?profileId=Antic-Srdjan,University of Connecticut Health Center,,,srdjan-antic.png,
43,Srdjan Antic,5,Cell Biology & Imaging,MBL109,Whitman Scientist,1,http://facultydirectory.uchc.edu/profile?profileId=Antic-Srdjan,University of Connecticut Health Center,,,srdjan-antic.png,
43,Srdjan Antic,6,Computation & Modeling,MBL110,Whitman Scientist,1,http://facultydirectory.uchc.edu/profile?profileId=Antic-Srdjan,University of Connecticut Health Center,,,srdjan-antic.png,
87,Stephen Green,10,Regeneration & Development,MBL202,Whitman Scientist,1,http://www.its.caltech.edu/~sgreen/index.html,California Institute of Technology,,,sgreen.png,
87,Stephen Green,7,Evolution,MBL203,Whitman Scientist,1,http://www.its.caltech.edu/~sgreen/index.html,California Institute of Technology,,,sgreen.png,
167,Steven Zottoli,10,Regeneration & Development,MBL366,Whitman Scientist,1,http://biology.williams.edu/profile/szottoli/,Williams College,,,steven-zottoli.png,
167,Steven Zottoli,4,Neuroscience,MBL367,Whitman Scientist,1,http://biology.williams.edu/profile/szottoli/,Williams College,,,steven-zottoli.png,
167,Steven Zottoli,7,Evolution,MBL368,Whitman Scientist,1,http://biology.williams.edu/profile/szottoli/,Williams College,,,steven-zottoli.png,
96,Susan Huse,12,Undefined,MBL218,Whitman Scientist,1,https://vivo.brown.edu/display/sh129,Brown University,,,susan-huse.png,
140,Thomas Reese,5,Cell Biology & Imaging,MBL310,Whitman Scientist,1,https://neuroscience.nih.gov/Faculty/Profile/thomas-reese.aspx,National Institute of Neurological Disorders and Stroke,,,thomas-reese.png,
140,Thomas Reese,4,Neuroscience,MBL311,Whitman Scientist,1,https://neuroscience.nih.gov/Faculty/Profile/thomas-reese.aspx,National Institute of Neurological Disorders and Stroke,,,thomas-reese.png,
140,Thomas Reese,1,Marine Biology & Diversity,MBL312,Whitman Scientist,1,https://neuroscience.nih.gov/Faculty/Profile/thomas-reese.aspx,National Institute of Neurological Disorders and Stroke,,,thomas-reese.png,
155,Thomas Surrey,5,Cell Biology & Imaging,MBL344,Whitman Scientist,1,http://www.crick.ac.uk/thomas-surrey,The Francis Crick Institute,,,thomas-surrey.png,
155,Thomas Surrey,6,Computation & Modeling,MBL345,Whitman Scientist,1,http://www.crick.ac.uk/thomas-surrey,The Francis Crick Institute,,,thomas-surrey.png,
126,Timothy Mitchison,12,Undefined,MBL283,Whitman Scientist,1,https://sysbio.med.harvard.edu/facultys/timothy-j-mitchison-phd,Harvard Medical School,,,tim-mitchison.png,
154,Timothy Springer,5,Cell Biology & Imaging,MBL341,Whitman Scientist,1,http://timothyspringer.org/,Harvard Medical School,,,timothy-springer.png,
154,Timothy Springer,9,Models of Human Disease,MBL342,Whitman Scientist,1,http://timothyspringer.org/,Harvard Medical School,,,timothy-springer.png,
154,Timothy Springer,6,Computation & Modeling,MBL343,Whitman Scientist,1,http://timothyspringer.org/,Harvard Medical School,,,timothy-springer.png,
159,Trevor Wardill,5,Cell Biology & Imaging,MBL351,Whitman Scientist,1,http://www.pdn.cam.ac.uk/directory/trevor-wardill,"University of Cambridge, United Kingdom",,,trevor-wardill.png,
159,Trevor Wardill,4,Neuroscience,MBL352,Whitman Scientist,1,http://www.pdn.cam.ac.uk/directory/trevor-wardill,"University of Cambridge, United Kingdom",,,trevor-wardill.png,
159,Trevor Wardill,1,Marine Biology & Diversity,MBL353,Whitman Scientist,1,http://www.pdn.cam.ac.uk/directory/trevor-wardill,"University of Cambridge, United Kingdom",,,trevor-wardill.png,
104,U. Benjamin Kaupp,1,Marine Biology & Diversity,MBL236,Whitman Scientist,1,http://www.caesar.de/mns.html,"Center of Advanced European Studies and Research, Germany",,,uben-kaupp.png,
104,U. Benjamin Kaupp,5,Cell Biology & Imaging,MBL237,Whitman Scientist,1,http://www.caesar.de/mns.html,"Center of Advanced European Studies and Research, Germany",,,uben-kaupp.png,
88,Valentin Gribkoff,4,Neuroscience,MBL204,Whitman Scientist,1,http://people.yale.edu/search/valentin_gribkoff.profile,Yale University School of Medicine,,,valentink-gribkoff.png,
42,Veronica Acosta,5,Cell Biology & Imaging,MBL105,Whitman Scientist,1,https://www.researchgate.net/profile/Veronica_Martinez_Acosta/info,University of the Incarnate Word,,,veronica-acosta.png,
42,Veronica Acosta,10,Regeneration & Development,MBL106,Whitman Scientist,1,https://www.researchgate.net/profile/Veronica_Martinez_Acosta/info,University of the Incarnate Word,,,veronica-acosta.png,
42,Veronica Acosta,4,Neuroscience,MBL107,Whitman Scientist,1,https://www.researchgate.net/profile/Veronica_Martinez_Acosta/info,University of the Incarnate Word,,,veronica-acosta.png,
86,William Green,5,Cell Biology & Imaging,MBL199,Whitman Scientist,1,http://neurobiology.uchicago.edu/page/green,University of Chicago,,,william-green.png,
86,William Green,4,Neuroscience,MBL200,Whitman Scientist,1,http://neurobiology.uchicago.edu/page/green,University of Chicago,,,william-green.png,
86,William Green,10,Regeneration & Development,MBL201,Whitman Scientist,1,http://neurobiology.uchicago.edu/page/green,University of Chicago,,,william-green.png,
98,William Jeffery,8,Genomics,MBL222,Whitman Scientist,1,http://www.life.umd.edu/labs/Jeffery,University of Maryland at College Park,,,william-jeffery.png,
98,William Jeffery,10,Regeneration & Development,MBL223,Whitman Scientist,1,http://www.life.umd.edu/labs/Jeffery,University of Maryland at College Park,,,william-jeffery.png,
98,William Jeffery,7,Evolution,MBL224,Whitman Scientist,1,http://www.life.umd.edu/labs/Jeffery,University of Maryland at College Park,,,william-jeffery.png,
145,William Ross,5,Cell Biology & Imaging,MBL320,Whitman Scientist,1,https://legacy.nymc.edu/rosslabs/index.asp,New York Medical College,,,william-ross.png,
145,William Ross,4,Neuroscience,MBL321,Whitman Scientist,1,https://legacy.nymc.edu/rosslabs/index.asp,New York Medical College,,,william-ross.png,
